finance_id;cost;budget;other_expenses;Investment Description;roi;Projet;Responsable;Taux de change;Projet valide
3689;3047968.81;2646692.31;???;Installation de dispositifs de securite sur le chantier.;???;Route;M. Muller;1.417;True
3690;3819362.64;3721826.36;198060.19;Achat de materiaux de construction (ciment, acier, etc.).;523706.57;Pont;M. Muller;1.336;False
3691;1327417.19;???;148551.66;Acquisition du terrain pour le projet.;147862.08;ecole;Mme Zhang;1.124;True
3692;4468869.33;3855829.85;;Installation des reseaux electriques et plomberie.;1180166.68;Usine;M. Ali;1.11;False
3693;2929571.6;2639587.52;254735.8;Installation de dispositifs de securite sur le chantier.;???;Immeuble;Mme Zhang;1.227;True
3694;1650193.39;1624390.41;169846.48;Verification de la conformite aux normes locales de construction.;472702.52;;M. Smith;1.371;True
3695;5119124.92;???;???;Amenagement interieur et finitions (peinture, carrelage).;605952.32;Stade;Mme Zhang;1.366;False
3696;1277019.78;1623666.72;???;Frais pour les certifications et inspections de securite.;368177.16;Usine;Mme Garcia;???;False
3697;1800809.14;1414517.96;115979.55;Acquisition du terrain pour le projet.;330510.4;Hopital;Mme Dupont;1.263;True
3698;4408495.5;4214932.72;???;Amenagement interieur et finitions (peinture, carrelage).;1027169.79;Pont;Mme Zhang;1.069;False
3699;960203.74;773117.41;40057.68;Amenagement interieur et finitions (peinture, carrelage).;140267.29;Immeuble;Mme Dupont;1.487;True
3700;1041496.03;1098387.87;144547.62;Construction de la structure en beton arme.;304879.47;Port;Mme Garcia;???;False
3701;3548655.18;;;Frais de main-d'œuvre pour la construction.;394232.67;Port;M. Muller;1.08;False
3702;4047238.95;4145806.05;258829.93;Frais pour les certifications et inspections de securite.;448524.52;Stade;Mme Zhang;0.847;True
3703;4969111.9;9999999999;???;Acquisition du terrain pour le projet.;507980.65;Immeuble;;0.985;False
3704;;4585893.39;55349.74;Acquisition du terrain pour le projet.;262010.34;Usine;Mme Zhang;0.935;False
3705;3240864.61;4018216.99;???;;380983.17;Usine;M. Smith;0.975;True
3706;;4340748.47;152614.71;Achat de materiaux de construction (ciment, acier, etc.).;;Hopital;Mme Garcia;1.48;False
3707;3706077.1;3386282.35;???;;462567.48;Hopital;M. Ali;0.957;False
3708;258385.18;9999999999;12101.62;Amenagement interieur et finitions (peinture, carrelage).;72990.77;Pont;M. Muller;1.194;False
3709;4264068.14;;???;Travaux de genie civil et fondation du batiment.;1154887.4;ecole;Mme Zhang;0.89;True
3710;1952141.02;2785039.74;30605.7;Construction de la structure en beton arme.;435562.76;Hopital;M. Muller;???;True
3711;226908.23;286985.56;21429.09;;34820.03;Port;M. Muller;1.345;False
3712;3414794.64;2943856.12;207137.79;Installation des reseaux electriques et plomberie.;355773.52;Pont;M. Smith;0.813;True
3713;1953233.66;1821601.16;45696.98;Achat de materiaux de construction (ciment, acier, etc.).;508533.44;Route;Mme Zhang;1.432;True
3714;403963.27;319261.38;4392.48;Installation de dispositifs de securite sur le chantier.;79106.9;Stade;Mme Dupont;0.955;False
3715;503622.47;476372.48;15833.88;Travaux de genie civil et fondation du batiment.;61314.52;Port;Mme Zhang;1.037;True
3716;???;;474258.12;Amenagement interieur et finitions (peinture, carrelage).;;Pont;Mme Dupont;0.998;True
3717;texte;???;133747.89;Achat de materiaux de construction (ciment, acier, etc.).;405360.82;Usine;M. Smith;???;True
3718;788012.81;960115.67;;Acquisition du terrain pour le projet.;texte;Stade;Mme Garcia;0.816;True
3719;???;1327678.89;68213.14;Acquisition du terrain pour le projet.;168095.87;;Mme Dupont;1.272;False
3720;;3182377.71;56488.79;Installation de dispositifs de securite sur le chantier.;766472.47;Hopital;Mme Dupont;0.805;False
3721;???;4526760.08;756639.34;;874253.29;ecole;M. Smith;1.205;False
3722;1763787.67;2365565.87;???;Travaux de genie civil et fondation du batiment.;205738.46;Hopital;M. Smith;1.118;True
3723;5222160.11;???;???;Amenagement interieur et finitions (peinture, carrelage).;1122085.14;Route;M. Muller;???;True
3724;2937904.62;;247258.53;Installation des reseaux electriques et plomberie.;705604.13;Hopital;M. Smith;???;True
3725;4712446.34;4492283.96;???;Achat de materiaux de construction (ciment, acier, etc.).;;;Mme Dupont;0.904;True
3726;1752553.04;2040129.64;201513.22;;???;Stade;M. Muller;0.877;True
3727;575960.5;799154.02;11309.19;Achat de materiaux de construction (ciment, acier, etc.).;94802.39;Immeuble;;1.153;False
3728;620120.21;582778.65;22727.77;Acquisition du terrain pour le projet.;127086.12;Route;M. Ali;1.486;True
3729;2705378.2;3843369.49;;Frais de main-d'œuvre pour la construction.;308381.51;Route;;1.29;True
3730;136102.3;texte;18504.35;Achat de materiaux de construction (ciment, acier, etc.).;24651.4;Immeuble;M. Ali;1.116;False
3731;284770.02;261723.72;6670.71;Installation de dispositifs de securite sur le chantier.;29087.78;Immeuble;M. Smith;0.843;True
3732;1983533.05;1770944.26;;Construction de la structure en beton arme.;554803.19;Route;M. Ali;;False
3733;600552.05;553419.38;77206.36;Frais de main-d'œuvre pour la construction.;45450.9;;M. Smith;1.065;False
3734;1768370.94;1937381.13;texte;Amenagement interieur et finitions (peinture, carrelage).;519148.57;Route;Mme Dupont;1.334;True
3735;5453597.15;4907055.45;605105.19;Installation des reseaux electriques et plomberie.;636938.94;Usine;Mme Garcia;1.338;True
3736;1430451.68;1312008.75;112058.23;Amenagement interieur et finitions (peinture, carrelage).;427712.36;Usine;Mme Zhang;1.251;True
3737;2982233.69;;;Verification de la conformite aux normes locales de construction.;323966.23;Stade;;1.302;False
3738;???;4647574.44;715209.36;Frais de main-d'œuvre pour la construction.;559514.26;Stade;M. Smith;0.815;False
3739;5535914.64;4277210.31;725761.76;Frais pour les certifications et inspections de securite.;1191937.02;Usine;M. Ali;1.409;False
3740;2979146.12;2736124.87;207208.57;Travaux de genie civil et fondation du batiment.;;Pont;M. Smith;0.818;True
3741;5862561.23;4893146.46;598395.86;Achat de materiaux de construction (ciment, acier, etc.).;728459.64;Usine;Mme Garcia;1.403;True
3742;2665456.16;3723568.81;252927.67;Amenagement interieur et finitions (peinture, carrelage).;498976.22;ecole;Mme Garcia;1.255;False
3743;2974875.04;4237153.01;261207.72;Installation de dispositifs de securite sur le chantier.;326616.67;;M. Ali;1.15;False
3744;???;3367181.75;199400.42;Construction de la structure en beton arme.;658374.39;Port;M. Smith;1.349;True
3745;1537567.21;;44248.77;;232640.21;Hopital;Mme Dupont;1.194;False
3746;???;3272649.78;357947.41;Acquisition du terrain pour le projet.;423438.95;ecole;M. Smith;1.115;False
3747;4414165.65;4812599.89;473864.95;Installation des reseaux electriques et plomberie.;1046904.74;Pont;M. Ali;0.826;True
3748;4474009.25;4857578.45;195165.85;;1282922.95;;Mme Zhang;1.311;True
3749;1329638.15;;79737.63;Acquisition du terrain pour le projet.;;Immeuble;;???;False
3750;???;1026769.95;9999999999;;208356.65;Port;Mme Zhang;1.157;False
3751;2709477.99;2545717.87;???;;;Stade;M. Muller;1.185;True
3752;2523131.44;???;238732.3;Installation des reseaux electriques et plomberie.;489323.89;Hopital;M. Ali;1.045;True
3753;4510693.52;???;83995.79;Acquisition du terrain pour le projet.;1030295.42;Usine;M. Muller;1.205;True
3754;1958715.49;1969465.82;177902.87;Installation des reseaux electriques et plomberie.;???;Route;M. Ali;1.059;True
3755;852538.77;???;99791.17;;180194.53;ecole;Mme Zhang;1.249;True
3756;3001562.23;2626438.0;359016.33;Frais de main-d'œuvre pour la construction.;173661.79;Stade;Mme Zhang;;True
3757;382264.6;360990.1;18634.33;Construction de la structure en beton arme.;111323.44;Immeuble;M. Smith;1.153;True
3758;804799.08;1012853.13;texte;;112183.82;Stade;Mme Dupont;1.116;True
3759;;4023153.43;texte;Installation de dispositifs de securite sur le chantier.;720755.69;Usine;Mme Zhang;1.434;True
3760;4148599.05;3986757.37;202312.32;Installation de dispositifs de securite sur le chantier.;724778.23;ecole;Mme Zhang;???;False
3761;3483753.06;???;270172.82;Installation des reseaux electriques et plomberie.;403333.32;Immeuble;M. Ali;0.852;True
3762;2795007.56;3379654.92;278671.94;Amenagement interieur et finitions (peinture, carrelage).;475007.16;Hopital;Mme Dupont;1.283;False
3763;2214050.07;1823420.14;65759.85;Installation de dispositifs de securite sur le chantier.;291334.06;Immeuble;Mme Garcia;0.824;True
3764;;1964621.99;???;Frais de main-d'œuvre pour la construction.;328215.68;;Mme Garcia;0.98;True
3765;2762077.67;2925427.73;173622.65;Installation de dispositifs de securite sur le chantier.;815630.82;Stade;Mme Zhang;0.812;False
3766;1524885.65;1216363.31;152565.24;Verification de la conformite aux normes locales de construction.;233619.33;Hopital;Mme Dupont;1.35;True
3767;139114.37;176643.27;10871.77;Installation des reseaux electriques et plomberie.;27097.9;Route;Mme Zhang;0.995;True
3768;844046.69;???;21061.15;Construction de la structure en beton arme.;219400.87;Usine;Mme Garcia;1.426;True
3769;911766.7;1149226.66;117301.68;Installation des reseaux electriques et plomberie.;135929.81;Port;;???;False
3770;4934537.06;4003215.52;9999999999;Achat de materiaux de construction (ciment, acier, etc.).;814150.03;Port;Mme Dupont;1.399;False
3771;2197644.91;2344472.27;219816.35;Acquisition du terrain pour le projet.;235716.03;Pont;M. Smith;???;False
3772;???;4552098.26;588231.42;Frais pour les certifications et inspections de securite.;1118806.66;;M. Ali;texte;False
3773;;3985928.87;459708.8;Travaux de genie civil et fondation du batiment.;996063.18;;;???;True
3774;3203073.94;3778671.21;;Verification de la conformite aux normes locales de construction.;566893.57;ecole;Mme Garcia;9999999999;False
3775;1761763.69;2414193.69;180895.71;Acquisition du terrain pour le projet.;105960.84;Route;Mme Garcia;1.168;True
3776;368711.97;352209.57;43629.94;Achat de materiaux de construction (ciment, acier, etc.).;65717.96;Stade;M. Ali;;True
3777;;3727042.46;88383.2;Verification de la conformite aux normes locales de construction.;591470.44;Port;Mme Zhang;1.08;False
3778;3259247.43;;???;Verification de la conformite aux normes locales de construction.;759051.07;Hopital;Mme Garcia;1.312;False
3779;???;1422081.67;120977.93;Acquisition du terrain pour le projet.;148838.98;ecole;M. Ali;1.163;True
3780;;1710821.95;190681.07;Frais de main-d'œuvre pour la construction.;157827.64;Port;M. Muller;1.229;False
3781;???;;336310.91;Frais de main-d'œuvre pour la construction.;193465.53;Immeuble;Mme Garcia;0.925;True
3782;4981199.39;4090755.64;498306.75;Achat de materiaux de construction (ciment, acier, etc.).;1146084.18;Pont;Mme Garcia;1.208;False
3783;2245173.8;2568508.13;111796.45;Achat de materiaux de construction (ciment, acier, etc.).;321688.1;Stade;M. Muller;1.292;True
3784;2563697.65;2944390.02;???;Frais de main-d'œuvre pour la construction.;124237.68;Hopital;M. Ali;1.375;True
3785;???;629555.91;8883.93;Frais pour les certifications et inspections de securite.;124184.91;Immeuble;M. Muller;1.015;False
3786;???;2075903.3;192117.68;Construction de la structure en beton arme.;???;Pont;Mme Garcia;0.887;False
3787;2575471.34;2339604.45;???;Achat de materiaux de construction (ciment, acier, etc.).;727900.77;;Mme Zhang;1.286;True
3788;6375805.97;???;234594.12;Travaux de genie civil et fondation du batiment.;1554833.44;ecole;Mme Dupont;0.869;True
3789;3240213.17;texte;131170.19;Frais de main-d'œuvre pour la construction.;253763.97;;M. Ali;1.003;False
3790;6003928.87;4677022.24;???;Travaux de genie civil et fondation du batiment.;1658774.99;Immeuble;M. Smith;???;False
3791;1824128.96;;80220.56;Travaux de genie civil et fondation du batiment.;186071.25;Pont;Mme Zhang;0.973;False
3792;898190.67;878737.35;64437.63;Frais pour les certifications et inspections de securite.;235962.33;Port;M. Smith;0.821;True
3793;3569184.4;3133489.51;361393.45;Installation des reseaux electriques et plomberie.;893220.05;Port;M. Muller;1.294;False
3794;4449131.18;3570808.61;232839.72;Construction de la structure en beton arme.;1068503.36;Port;M. Smith;1.404;True
3795;321180.69;294614.36;11237.13;Verification de la conformite aux normes locales de construction.;86258.71;ecole;Mme Dupont;0.969;True
3796;4333793.34;3524894.14;268053.46;Achat de materiaux de construction (ciment, acier, etc.).;;Port;M. Ali;0.999;False
3797;3162408.22;4041201.92;154045.03;Acquisition du terrain pour le projet.;377183.72;;M. Smith;1.321;True
3798;;3008286.27;382165.06;Amenagement interieur et finitions (peinture, carrelage).;;Stade;M. Muller;0.93;True
3799;3241647.96;4044195.54;???;Installation des reseaux electriques et plomberie.;447817.03;Usine;M. Muller;0.934;True
3800;3812482.04;3907624.89;???;Construction de la structure en beton arme.;397521.2;ecole;Mme Zhang;0.926;True
3801;2279898.13;???;???;Amenagement interieur et finitions (peinture, carrelage).;264045.6;Stade;Mme Garcia;???;True
3802;4053218.73;3654790.67;377127.33;Achat de materiaux de construction (ciment, acier, etc.).;;Stade;M. Ali;9999999999;False
3803;3292787.95;3627582.78;408679.14;Frais pour les certifications et inspections de securite.;655671.94;Stade;Mme Dupont;1.306;False
3804;3148708.92;2875077.65;300131.88;Acquisition du terrain pour le projet.;282010.82;Stade;M. Smith;1.065;False
3805;3369350.03;3551311.98;;Amenagement interieur et finitions (peinture, carrelage).;???;ecole;Mme Zhang;1.438;False
3806;534674.34;;24599.66;Verification de la conformite aux normes locales de construction.;132582.99;;M. Muller;0.92;False
3807;2665577.99;2955225.04;99853.16;Amenagement interieur et finitions (peinture, carrelage).;643994.06;Stade;Mme Garcia;???;False
3808;542028.48;???;???;Frais de main-d'œuvre pour la construction.;9999999999;Hopital;Mme Dupont;1.218;False
3809;1232327.8;1612250.02;52071.95;Acquisition du terrain pour le projet.;;Stade;;1.224;False
3810;3146016.32;3696475.93;247821.41;Installation de dispositifs de securite sur le chantier.;870126.95;Pont;;0.966;True
3811;2418582.02;2157064.89;309721.03;Installation de dispositifs de securite sur le chantier.;661905.52;ecole;M. Muller;0.939;True
3812;1387468.28;1160748.67;???;Construction de la structure en beton arme.;???;Hopital;Mme Garcia;1.371;True
3813;2227521.57;1831193.39;232696.65;Frais de main-d'œuvre pour la construction.;301337.14;Hopital;Mme Dupont;1.432;False
3814;4784753.41;3771102.0;331275.38;Installation de dispositifs de securite sur le chantier.;1331259.81;Route;Mme Dupont;;True
3815;1640798.04;1269167.09;222612.3;Construction de la structure en beton arme.;329429.13;Pont;M. Ali;???;False
3816;3320337.58;???;???;Verification de la conformite aux normes locales de construction.;779171.75;ecole;Mme Dupont;0.964;True
3817;1846498.42;2596213.59;200710.3;Verification de la conformite aux normes locales de construction.;texte;Stade;;0.865;True
3818;3573450.07;4596706.82;286276.15;Verification de la conformite aux normes locales de construction.;411520.46;;Mme Dupont;1.181;False
3819;326602.22;???;47733.6;Achat de materiaux de construction (ciment, acier, etc.).;60396.06;Port;Mme Garcia;1.112;True
3820;738695.2;1000212.15;;Installation des reseaux electriques et plomberie.;144525.31;ecole;M. Ali;1.265;True
3821;???;1472511.01;164794.79;Verification de la conformite aux normes locales de construction.;228165.43;Route;Mme Zhang;1.014;True
3822;286570.78;texte;37801.67;Frais pour les certifications et inspections de securite.;45520.55;Usine;Mme Dupont;0.846;False
3823;496048.35;641573.0;28310.44;;72028.78;Port;Mme Garcia;;True
3824;4197875.4;;628803.57;Travaux de genie civil et fondation du batiment.;989871.83;Stade;M. Smith;1.329;False
3825;555280.16;???;???;Achat de materiaux de construction (ciment, acier, etc.).;134463.63;Port;M. Muller;1.188;False
3826;2470511.46;2506421.99;176181.1;Frais de main-d'œuvre pour la construction.;330485.72;Route;Mme Garcia;1.136;True
3827;605227.94;;51557.11;Construction de la structure en beton arme.;178053.39;Route;Mme Garcia;1.12;True
3828;305646.69;304426.75;12676.84;Verification de la conformite aux normes locales de construction.;52647.4;Immeuble;;1.039;False
3829;9999999999;9999999999;120397.9;Installation de dispositifs de securite sur le chantier.;1465233.63;Route;Mme Zhang;0.879;True
3830;3267338.83;???;333349.87;Verification de la conformite aux normes locales de construction.;???;ecole;M. Ali;1.238;True
